Metastudie;Doi;Titel;Publikationsjahr;Anzahl Studien;Studienname;Publikationsjahr;Geschlecht;Index_Geschlecht;Alter.Text;Alter;Alter.gewichte;Alterrange;;;;Gesamt 159;;;;;;
25;https://doi.org/10.1002/14651858.CD004095.pub2;Long?term non?pharmacological weight loss interventions for adults with type 2 diabetes mellitus;2005;27;Wing 1985 (NE) ;1985;Sex: 62%F;both;"Follow?up: 68w No. study arms: Three Setting: groups: behavioral modification, nutrition education; usual care USA, academic center Number: 53 Comparison: Standard care, monthly meetings 

Age: 55y Sex: 62%F Duration DM: 5.9y Treatment: 25% diet only; 75% oral agents 
BL wt, BMI: 96.4, 34.8 BL GHb: 9.3";55;;;;;;;;;;;;
25;https://doi.org/10.1002/14651858.CD004095.pub2;Long?term non?pharmacological weight loss interventions for adults with type 2 diabetes mellitus;2005;27;Wing ;1986;Sex: 78%F;both;"Follow?up: 62w No. study arms: Two Setting: USA academic center Number: 50 Comparison: 1000kcal/d diet with 20 visits 

Age: 54y Sex: 78%F Duration DM: NR Treatment: 50% oral agents, 50% insulin 
BL wt, BMI: 96.4, NR BL GHb: 10.9";54;;;;;;;;;;;;
25;https://doi.org/10.1002/14651858.CD004095.pub2;Long?term non?pharmacological weight loss interventions for adults with type 2 diabetes mellitus;2005;27;Wing 1988a (Study 1) ;1988;Sex: 84%F;both;"Follow?up: 62w No. study arms: Two Setting: USA, setting NR Number: 25 Comparison: Same diet and behavioral interventions; light calisthetics and flexibility exercises 

Age: 54y Sex: 84%F Duration DM: 4.6y Treatment: 52% diet, 48% oral agents 
BL wt, BMI: 98.9, 37.5 BL GHb: 9.6";54;;;;;;;;;;;;
25;https://doi.org/10.1002/14651858.CD004095.pub2;Long?term non?pharmacological weight loss interventions for adults with type 2 diabetes mellitus;2005;27;Wing 1988a (Study 2) ;1988;Sex: 70%F;both;"Follow?up: 62w No. study arms: Two Setting: USA, setting NR Number: 30

Age: 56y Sex: 70%F Duration DM: 7.0y Treatment: 27% insulin, 63% oral agents 
BL wt, BMI: 102, 37.9 BL GHb: 10.9";56;;;;;;;;;;;;
25;https://doi.org/10.1002/14651858.CD004095.pub2;Long?term non?pharmacological weight loss interventions for adults with type 2 diabetes mellitus;2005;27;Wing 1991a ;1991;Sex: 76%F;both;"Follow?up: 72w No. study arms: Two Setting: USA academic center Number: 36 Comparison: LCD 4200?6300J/d 

Age: 51y Sex: 76%F Duration DM: 7.0y Treatment: 18% diet only, 21% using insulin 
BL wt, BMI: 104.5, 38.1 BL GHb: 10.4";51;;;;;;;;;;;;
25;https://doi.org/10.1002/14651858.CD004095.pub2;Long?term non?pharmacological weight loss interventions for adults with type 2 diabetes mellitus;2005;27;Wing 1991b ;1991;Sex: 58%F;both;"Follow?up: 72w No. study arms: Two Setting: USA, setting unclear Number: 49 Comparison: No spouse attending meetings 

Age: 52y Sex: 58%F Duration DM: NR Treatment: 26% diet only, 21% insulin 
BL wt, BMI: 102.4, 35.7 BL GHb: 10.3";52;;;;;;;;;;;;
25;https://doi.org/10.1002/14651858.CD004095.pub2;Long?term non?pharmacological weight loss interventions for adults with type 2 diabetes mellitus;2005;27;Wing ;1994;Sex: 65%F;both;"Follow?up: 52 and 104w No. study arms: Two Setting: USA, academic medical center Number: 93 Comparison: 1000?1200kcal/d, weekly meetings 

Age: 52y Sex: 65%F Duration DM: 6.8y Treatment: 25% on insulin; stopped at beginning of study 
BL wt, BMI: 107.7, 38.3 BL GHb: 10.5";52;;;;;;;;;;;;
25;https://doi.org/10.1002/14651858.CD004095.pub2;Long?term non?pharmacological weight loss interventions for adults with type 2 diabetes mellitus;2005;27;Wing ;1995;Sex: 68%F;both;"Follow?up: 52w No. study arms: Two Setting: USA, community recruitment, setting unclear Number: 93 Comparison: 1000?1200 kcal/d, low fat 

Age: 51.8y Sex: 68%F Duration DM: 6.8y Treatment: 23% insulin, 60% oral agents 
BL wt, BMI: 106.8, 37.9 BL GHb: NR";51,8;;;;;;;;;;;;
25;https://doi.org/10.1002/14651858.CD004095.pub2;Long?term non?pharmacological weight loss interventions for adults with type 2 diabetes mellitus;2005;27;Zapotoczky ;2001;Sex: 68%F;both;"Follow?up: 52w No. study arms: Two Setting: Austria, academic internal medicine clinic Number: 36 

Age: 58y Sex: 68%F Duration DM: NR Treatment: 56% diet only, 44% oral agents 
BL wt, BMI: 82.3, NR BL GHb: 8.0";58;;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Bradshaw ;1999;Sex: M 52.2 %;both;"? 230 type 2 diabetes patients
? United Kingdom
? Urban
? Recruitement in primary care services
? Traditional (87), Video (86), Educator (57)
? Sex: M 52.2 %
? Age: mean 66.4, traditional (M: 66.7%), video (M: 46.8%), educator (M: 58.5%)
? Smoking: 22.2 %, traditional 28.7 %, video 23.3 %, educator 10.5%
? Weight: mean 77.9 kg
? HbA1c: mean 7.35, traditional 7.63, video 7.35, educator 6.91";66,4;;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Canga ;2000;Sex: intervention (F: 22, M: 125), control (F: 18, M: 115);both;"? 280 type 2 diabetes patients in outpatient settings in an urban area in Spain
? Multicentre study
? Sex: intervention (F: 22, M: 125), control (F: 18, M: 115)
? Age: intervention (54.4 +? 15), control (55.8 +? 14.9)
? Daily cigarettes: intervention (19.9 +? 11.9), control (19.8 +? 11.5)
? Years of smoking: intervention (36.4 +? 16), control (38 +? 15.2)
? BMI: intervention (27.0 +? 4.7), control (26.2 +? 4.4)
? treatment modality: insulin (intervention 47, control 47)";55,1;55,065;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Clarke ;2002;Sex: F: 386, M: 362;both;"? 748 type 2 diabetes patients ? Multicentre study, patients recruited in primary care services
? Sex: F: 386, M: 362
? Age: mean 59";59;;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Coast?Senior;1998;Sex: M: 23;male;"? 23 type 2 diabetes patients
? Single centre study in an urban area in the USA
? Patients recruited in primary care services
? Sex: M: 23
? Mean age: 65, SD 9.4
? HbA1c: 11.1%, SD 1.6
? Fasting blood glucose: 219 mg/dL 219, SD 45 mg/dl
? Random blood glucose: 236 mg/dl, SD 72 mg/dl
? Duration since diagnosis: 8.8 years, SD 4.2
? Treatment modality: diet + oral hypoglycaemic agents + insulin: 23";65;;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Davidson ;2000;Sex: intervention (F: 42, M: 47), control (F: 46, M: 46);both;"? Single centre study in primary care services in the USA
? Particpants: 181 type 2 diabetes patients (intervention: 89, control: 92)
? Sex: intervention (F: 42, M: 47), control (F: 46, M: 46)
? Mean age: intervention (54.8 years), control (51.8 years)
? Ethnicity: intervention (Afro?American 14.6%, Caucasian 14.6%, Hispanic 69.7%), control (Afro?American 17.4%, Caucasian 15.2%, Hispanic 64.1%, other 2.2%, undetermined 1.1%)
? Hypertension: intervention (67.4%), control (45.6%)
? HbA1c: intervention (8.8% (0.2) n=79), control (7.9 % (0.2), n=73)
? Retinopathy: intervention (n=29), control (n=14)
? Neuropathy: intervention (n=21), control (n=8)
? Nephropathy: intervention (n=35), control (n=13)
? Diabetic foot: intervention (n=15), control (n=1)
? Macrovascular complications (coronary artery disease or cerebrovascular disease): intervention (n=5), control (n=8)
? Treatment modality: diet alone (intervention 0, control 8), oral hypoglycaemic agents (intervention: 38, control: 51), insulin: (intervention: 20, control: 19), diet+oral agents+insulin: (intervention: 31, control 14)";53,3;53,275;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Diehl ;1985;Sex: intervention (F: 29, M: 11), control (F: 26, M: 11);both;"? Single centre study in the USA
? 77 type 2 diabetes patients recruited in outpatient settings
? Participants: intervention (chlorpropamide 40), control (insulin 37)
? Sex: intervention (F: 29, M: 11), control (F: 26, M: 11)
? Age: intervention (50.6 yrs, SD 9.5), control (51.2 yrs, SD 9.3)
? Ethnicity: intervention (95% Mexican?American), control (91.9% Mexican?American)
? Glycaemia: intervention (236.3 mg/dl, SD 81.5), control (243.6 mg/dl, SD 73.3)
? Treatment modality (prior to study): diet alone: intervention (40), control (37)";50,9;50,889;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Hopper ;1984;Sex: intervention (F: 83, M: 31), control (F: 84, M: 29);both;"? 227 type 2 diabetes patients
? Participants: intervention (114), control (113)
 ? Outpatients in a city in the USA
? Sex: intervention (F: 83, M: 31), control (F: 84, M: 29)
? Mean age: intervention (59), control (57)
? Ethnicity: intervention (Black 90), control (Black 79)
? Blood glucose: intervention (226 95%CI 214?238), control (221 95% CI 209?233)
? Duration since diagnosis: intervention (11 years), control (12)
? Treatment modality: oral hypoglycaemic agents: intervention (19%), control (23%)
? Treatment with insulin: intervention (81%), control (77%)";58;58,004;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Jaber ;1996; Sex: intervention (F: 12, M: 5), control (F: 15, M: 7);both;"Single centre study in a city in the USA
? Outpatients
? 39 type 2 diabetes patients (intervention 17, control 22)
? Sex: intervention (F: 12, M: 5), control (F: 15, M: 7)
? Mean age: intervention (59, SD 12), control (65, SD 12)
? Ethnicity: intervention and control groups: 100% African American
? Mean weight: intervention (93 kg, SD 22), control (88 kg, SD 19)
? BMI: intervention (34, SD 7), control (33, SD 7)
? BMI > 27: intervention (13), control (18)
? Systolic blood pressure: intervention (140 mmHg, SD 20), control (143, SD 23)
? Diastolic blood pressure: intervention (82, SD 10), control (88, SD 9)
? Hypertension: intervention (14), control (17)
? Lipid abnormalities: intervention (10), control (11)
? HbA1c: intervention (11.5%, SD 2.9), control (12.2%, SD 3.5)
? Fasting blood glucose: intervention (11.1 mmol/l, SD 4), control (12.7 mmol/l, SD 4.7)
? Duration since diagnosis: intervention (6.8 years, SD 6.5), control (6.2 yrs, SD 4.8)
? Treatment modality: diet + oral hypoglycaemic agents: intervention (17), control (22)
? Exclusion criteria: IDDM, renal dysfunction, history of non?attendance ";62;62,385;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Jiang ;1999;Sex: intervention (F 61, M 69), control (F 49, M 38);both;"? Multicenter study in urban areas in Taiwan. ? 217 type 2 diabetes patients in an outpatient setting.
? Inclusion criteria: aged between 35 and 70 years old, able to read, HbA1c level >/=8.0% and with stable metabolic control.
? Sex: intervention (F 61, M 69), control (F 49, M 38)
? Age: intervention (52.3 +? 6.7), control (52.9 +? 7.4)
? Body Mass Index: intervention (25.2 +? 3.5), contol (25.6 +? 3.2)
? Duration of disease since diagnosis: intervention (8.0 years +? 8.0), control 6.7 yrs +? 5.3)
? Treatment: Diet and oral hypoglycaemic agents: intervention 121, control 87 ";53,1;53,14;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Krier ;1999;Sex: intervention (F: 9, M: 5), control (F: 10, M: 4).;both;"? 39 type 2 diabetes patients living in a city in the United States.
? 21 people were allocated to the intervention group and 18 to the control group.
? Sex: intervention (F: 9, M: 5), control (F: 10, M: 4).
? Age: intervention (54.2 +? SD 5.6), control (56.2 +? SD 9).
? Ethnicity: intervention (6 Afro Americans), control (7 Afro Americans).
? Smoking: intervention (3), control (3).
? Weight: intervention (97.4 kg +? 23.9), control (93.8 +? 19.4).
? Locus of control: intervention (4.5 +?1), control (4.0 +? 1.1).
? Knowledge test: intervention (11.3 +? 3.8), control (14.2 +? 3.6).
? HbA1c: intervention (9.6% +? 1.9), control (10.3% +? 2.3).
? Treatment modality: oral hypoglycemic agents (intervention 8, control 7), insulin (intervention 5, control 5), combination (intervention 1, control 2). ";55,2;55,2;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Matsuyama ;1993;Sex: intervention (M: 15), control (F: 1, M: 16);both;"? 32 type 2 diabetes outpatients (USA veterans)
? Single centre study in an urban area in the USA
? Participants: intervention: 15, control: 17
? Sex: intervention (M: 15), control (F: 1, M: 16)
? Age: intervention (mean 64 years, SD 7), control (mean 64 yrs, SD 8)
? HbA1c: intervention (12.7%, SD 1.9), control (12.1 %, SD 2.6)
? Glycaemia: intervention (12.1 mmol/l, SD 1.9; 167.81 mg/dl, SD 35.57 ), control 11.1 mmol/l, SD 2.9; 147.63 mg/dl, SD 38.57)
? Duration since diagnosis: intervention (6.7 years, SD 7.6 yrs), control (8.5 years, SD 8.5 yrs)
? Treatment modality: oral hypoglycaemic agents: intervention 15, control 16 ";64;64;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Mease ;2000;;not reported;"? Single centre study in the USA
? 28 Type 2 diabetes patients recruited in primary care services
? Inclusion: HbA1c >8.0% ";not reported;;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Paes ;1997;Sex: F 59.6%;both;"? 91 type 2 diabetes patients
? Multicentre study in an urban area in the Netherlands
? Patients recruited in general practice
? Sex: F 59.6%
? Age: F 70.1 +? 10.7, M: 67.8 +? 11.2
? Treatment modality: oral hypoglycaemic agents ";70,1;69,105;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Piette ;2001;sex: intervention (M: 126), control (M: 138);both;"? Type 2 diabetes patients recruited in an outpatient setting in a mixed rural and urban area.
? Participants: intervention (132), control (140)
? sex: intervention (M: 126), control (M: 138)
? mean age: intervention (60 yrs, SD 10), control (61 yrs, SD 10)
? ethnicity: inter vention (Black: 32, Hispanic 18, Other 11), control (Black 17, Hispanic 16, Other 15)
? BMI: intervention (31, SD 7), control (31, SD 6)
? HbA1c: intervention (8.2%, SD 1.7), control (8.1, SD 1.7)
? serum glucose: intervention (188 mg/dl, SD 94), control (168 mg/dl, SD 68)
? all complications: intervention (1), control (0.7)
? vascular symptoms: intervention (0.7, SD 0.8), control (0.6, SD 0.8)
? treatment modality: insulin: intervention (39), control (31) ";60,5;60,515;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Pullar ;1988;;not reported;"? 179 type 2 diabetes outpatients
? Single centre study in a city in the UK.
? Age: group 1 (64.9 years +? 8.6), group 2 (63.5 years +? 10.5), group 3 (63.6 years +? 10.1)
? Treatment modality: all patients on diet and oral hypoglycaemic agents";64,2;;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Rachmani ;2002;Sex: intervention (F: 35, M: 36), control (F: 37, M: 33);both;"?Single centre study in Israel
? Not clear whehter the patients were recruted in a rural or an urban area.
? 142 type 2 diabetes patients: intervention (71), control (70)
? Sex: intervention (F: 35, M: 36), control (F: 37, M: 33)
? Mean age: intervention (57.4 years), control (56.8 years)
? BMI: intervention (28.4), control (28.7)
? Systolic blood pressure: internvention (162 mmHg, SD 7.3), control (160 mmHg, SD 6.9)
? Diastolic blood pressure: intervention (96 mmHg, SD 2.4), control (95 mmHg, SD 2.0)
? High Density Lipoproteines: (intervention 38 mg/dL, SD 3), control (39 mg/dL, SD 4)
? Trigycerides: intevention (236 mg/100 ml, SD 42), control (243 mg/100ml, SD 36)
? Low Density Lipoproteines: intervention (146 mg/dL, SD 10), control (146 mg/dL, SD 9)
? HbA1c: intervention (9.5 %, SD 1.6), control (9.6 %, SD 1.9)
? Retinopathy: intervention (11), control (10)
? Treatment modality: diet alone (intervention 18, control 16), diet + oral hypoglycaemic agent (intervention 43, control 46), diet + insulin (intervention 10, control 8) ";57,1;57,102;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Rosenkranz ;1996;Sex: group A (F: 14, M: 23), group B (F: 14, M: 21), group C (F: 12, M: 19);;"? 113 type 2 diabetes patients
? Single centre study with outpatients in a mixed rural and urban area in Germany.
? Group A (37), group B (35), group C (31)
? Sex: group A (F: 14, M: 23), group B (F: 14, M: 21), group C (F: 12, M: 19)
? Duration since diagnosis: group A (<5 years 15, 5?10y: 10, 11?20y: 6, > 20y: 6); group B (<5y: 5, 5?10y: 10, 11?20y: 12, >20y:6); group C: <5 y: 6, 5?10y: 17, 11?20y: 6, >20: 2 ";not reported;;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Simmons ;2000;Sex: intervention (F: 25, M: 11), control (F: 23, M: 9);both;"? 68 type 2 diabetes patients in a multi?centre study in an urban area in New?Zealand
? Sex: intervention (F: 25, M: 11), control (F: 23, M: 9)
? Age: intervention (55 years +? 11), control (53 years +? 11)
? Ethnicity: local (intervention 26, control 25)
? Weight: intervention (100,4 kg +? 24.3), control (104.1 kg +? 26.6)
? BMI: intervention (37.3 +? 8), control (38.5 +? 10.2)
? Systolic blood pressure: intervention (141 mmHg +? 16), control (142 mmHg +? 18)
? Diastolic blood pressure: intervention (83 mmHg +? 10), control (80 mmHg +? 9)
? HbA1c: intervention (9.9% +? 2.2), control (9.5 % +? 1.7)
? Insulin treated: intervention (2), control (5) ";54;54,059;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Skaer ;1993;Sex: I1 (F: 54, M: 25), I2 (F: 31, M:22), I3 (F:29, M: 19), control (F: 49, M: 29);both;"? Single centre study in the USA
? 258 Type 2 diabetes patients recruited from primary care services
? Participants : intervention I1 (79), I2 (53), I3 (48), control (78)
? Sex: I1 (F: 54, M: 25), I2 (F: 31, M:22), I3 (F:29, M: 19), control (F: 49, M: 29)
? Mean age: I1 (53.6 yrs, SD 7.7), I2 (51.8 yrs, SD 8.6), I3 (52.3 yrs, SD 8.4), control (51.7 yrs, SD 7.8)
? Treatment modality: oral hypoglycaemic agents: I1: 79, I2: 53, I3: 48, control: 78 ";52,35;52,413;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;Smith ;1986;Sex: intervention (F: 316, M: 113), control (F: 323, M: 107);both;"? 859 type 2 diabetes outpatients
? Single centre study in the USA
? Sex: intervention (F: 316, M: 113), control (F: 323, M: 107)
? Mean age: intervention (59.3 years +?12.5), control (59.0 yrs +? 13.2)
? Ethnicity: intervention (301 Black), control (300 Black)
? Systolic blood pressure: intervention (139 mmHg +?22), control (138 mmHg +? 22)
? Diastolic blood pressure: intervention (80 mmHg +? 12), control (79 mmHg +? 11)
? Random glycaemia: intervention (209 mg/dL +? 94), control (216 mg/dL +? 94)
? Treatment modality: oral hypoglycemic agents (intervention: 97, control: 120), insulin (intervention: 328, control: 304), combination (intervention: 4, control: 6) ";59,15;59,15;;;;;;;;;;;
69;https://doi.org/10.1002/14651858.CD003638.pub2;Interventions for improving adherence to treatment recommendations in people with type 2 diabetes mellitus;2005;21;White ;1986;Sex: men only;male;"? 32 type 2 diabetes outpatients
? Inclusion criteria: less than satisfactory control (FBG >140 mg/dl), infrequent hypoglycaemic reactions (<1/mo), no history of ketoacidosis, body weight >15% above the mean value for height, no history of alcohol abusus or severe personality disorder, and no current use of glucocorticoids.
? Sex: men only
? Age: intervention (62.4 years +? 5.5), control (60.7 years +? 6.4)
? Percentage of weight excess: intervention (36.3% +? 21.0), control (44.3% +? 21.0)
? Duration since diagnosis: intervention (10.2 years +? 12.9), control (13.6 years +? 9.6) ";61,55;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Gruppe 1;Gruppe 2;Gruppe 3;Gruppe 4;Gruppe 5;Gruppe 6
;;;;;;;;;;;;;;;;Anzahl;1;1;;;;
;;;;;;;;;;;;;;;;Mittelwert;62,4;60,7;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;62,4;60,7;0;0;0;0
;;;;;;;;;;;;;;;;61,55;;;;;;
